player_id,player_name,player_market_value,player_kit_number,player_position,player_nationality,player_nat_flag_pic,player_portrait_pic,player_birth_date,team_id,league_id
1272,Juan Cruz,1200000.0,3.0,Left-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/169497-1732219962.jpg?lm=1,1992-07-28,46,2
1273,Valentin Rosier,3000000.0,19.0,Right-Back,France,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/441170-1666619891.png?lm=1,1996-08-19,46,2
1274,Iñigo Arguibide,800000.0,41.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1065442-1700857321.png?lm=1,2005-04-19,46,2
1275,Lucas Torró,2800000.0,6.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/213670-1732219931.jpg?lm=1,1994-07-19,46,2
1276,Iker Muñoz,2000000.0,8.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/710677-1697557434.jpg?lm=1,2002-09-05,46,2
1277,Jon Moncayola,7000000.0,7.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/552425-1583310847.jpg?lm=1,1998-05-13,46,2
1278,Asier Osambela,1000000.0,29.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1038512-1700857716.png?lm=1,2004-10-30,46,2
1279,Aimar Oroz,9000000.0,10.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/634131-1732220023.jpg?lm=1,2001-11-27,46,2
1280,Moi Gómez,1800000.0,16.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/175449-1664970613.jpg?lm=1,1994-06-23,46,2
1281,Víctor Muñoz,20000000.0,21.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/935231-1747037145.jpg?lm=1,2003-07-13,46,2
1282,Raúl Moro,5000000.0,15.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/624942-1750837010.jpg?lm=1,2002-12-05,46,2
1283,Rubén García,1800000.0,14.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/213260-1583310204.jpg?lm=1,1993-07-14,46,2
1284,Iker Benito,1500000.0,2.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/710679-1732219683.jpg?lm=1,2002-08-10,46,2
1285,Kike Barja,1500000.0,11.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/298575-1583310743.jpg?lm=1,1997-04-01,46,2
1286,Raúl García,3000000.0,9.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/631002-1614090749.jpg?lm=1,2000-11-03,46,2
1287,Ante Budimir,3000000.0,17.0,Centre-Forward,Croatia,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/46413-1732219707.jpg?lm=1,1991-07-22,46,2
1288,Ionuț Radu,8000000.0,13.0,Goalkeeper,Romania,https://tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/303657-1699432718.jpg?lm=1,1997-05-28,47,2
1289,Iván Villar,900000.0,1.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/297194-1516876837.jpg?lm=1,1997-07-09,47,2
1290,Marc Vidal,300000.0,25.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/541621-1772461246.jpeg?lm=1,2000-02-14,47,2
1291,Javi Rodríguez,15000000.0,32.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1076815-1732611843.jpg?lm=1,2003-06-27,47,2
1292,Carl Starfelt,5000000.0,2.0,Centre-Back,Sweden,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/258987-1758827268.jpg?lm=1,1995-06-01,47,2
1293,Carlos Domínguez,3000000.0,24.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/636093-1629886975.jpg?lm=1,2001-02-11,47,2
1294,Yoel Lago,2500000.0,29.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/939374-1758827211.jpg?lm=1,2004-03-25,47,2
1295,Manu Fernández,1500000.0,12.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/638124-1769759285.jpg?lm=1,2001-04-23,47,2
1296,Marcos Alonso,1400000.0,20.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/112515-1694505734.jpg?lm=1,1990-12-28,47,2
1297,Joseph Aidoo,1000000.0,4.0,Centre-Back,Ghana,https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/358250-1773950910.jpg?lm=1,1995-09-29,47,2
1298,Mihailo Ristic,800000.0,21.0,Left-Back,Serbia,https://tmssl.akamaized.net//images/flagge/verysmall/215.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/271455-1769759453.jpg?lm=1,1995-10-31,47,2
1299,Óscar Mingueza,18000000.0,3.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/331505-1698852962.jpg?lm=1,1999-05-13,47,2
1300,Sergio Carreira,8000000.0,5.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/545647-1773950983.jpg?lm=1,2000-10-13,47,2
1301,Álvaro Núñez,6000000.0,14.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/626953-1752919393.jpg?lm=1,2000-07-07,47,2
1302,Javi Rueda,4000000.0,17.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/652331-1773949798.jpg?lm=1,2002-05-08,47,2
1303,Miguel Román,15000000.0,16.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/892932-1769759183.jpg?lm=1,2002-12-26,47,2
1304,Ilaix Moriba,10000000.0,6.0,Central Midfield,Guinea,https://tmssl.akamaized.net//images/flagge/verysmall/59.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/617074-1758827372.jpg?lm=1,2003-01-19,47,2
1305,Hugo Sotelo,7500000.0,22.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/892221-1758827715.jpg?lm=1,2003-12-19,47,2
1306,Matías Vecino,1500000.0,15.0,Central Midfield,Uruguay,https://tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/143812-1695026891.jpg?lm=1,1991-08-24,47,2
1307,Fer López,16000000.0,8.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1064471-1744632582.jpg?lm=1,2004-05-24,47,2
1308,Williot Swedberg,15000000.0,19.0,Left Winger,Sweden,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/764859-1765193019.jpg?lm=1,2004-02-01,47,2
1309,Hugo Álvarez,8000000.0,23.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/892929-1715867247.jpg?lm=1,2003-07-02,47,2
1310,Franco Cervi,700000.0,11.0,Left Winger,Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/341110-1603798993.jpg?lm=1,1994-05-26,47,2
1311,Jones El-Abdellaoui,8000000.0,39.0,Right Winger,Morocco,https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/960571-1720825911.jpg?lm=1,2006-01-12,47,2
1312,Ferran Jutglà,7000000.0,9.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/599231-1666292299.jpg?lm=1,1999-02-01,47,2
1313,Pablo Durán,4000000.0,18.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/905997-1761577329.jpg?lm=1,2001-05-25,47,2
1314,Borja Iglesias,3000000.0,7.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/278359-1686661509.jpg?lm=1,1993-01-17,47,2
1315,Iago Aspas,1800000.0,10.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/72047-1758827533.jpg?lm=1,1987-08-01,47,2
1316,Antonio Sivera,6000000.0,1.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/298197-1713856039.jpg?lm=1,1996-08-11,48,2
1317,Raúl Fernández,200000.0,13.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/54217-1498749052.jpg?lm=1,1988-03-13,48,2
1318,Jon Pacheco,6000000.0,5.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/580560-1631178086.jpg?lm=1,2001-01-08,48,2
1319,Ville Koski,1500000.0,16.0,Centre-Back,Finland,https://tmssl.akamaized.net//images/flagge/verysmall/49.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/581326-1768659999.jpg?lm=1,2002-01-27,48,2
1320,Facundo Garcés,50000.0,2.0,Centre-Back,Malaysia,https://tmssl.akamaized.net//images/flagge/verysmall/103.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/533354-1633539030.JPG?lm=1,1999-09-05,48,2
1321,Youssef Enríquez,5000000.0,3.0,Left-Back,Morocco,https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/741289-1733863618.jpg?lm=1,2005-10-07,48,2
1322,Victor Parada,2000000.0,24.0,Left-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/591957-1664570831.jpg?lm=1,2002-04-04,48,2
1323,Nahuel Tenaglia,3000000.0,14.0,Right-Back,Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/533568-1647530141.jpg?lm=1,1996-02-21,48,2
1324,Jonny Otto,2500000.0,17.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/175446-1727967204.png?lm=1,1994-03-03,48,2
1325,Antonio Blanco,10000000.0,8.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/495621-1705337231.jpg?lm=1,2000-07-23,48,2
1326,Carlos Protesoni,1000000.0,23.0,Defensive Midfield,Uruguay,https://tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/431190-1635923163.JPG?lm=1,1998-03-30,48,2
1327,Pablo Ibáñez,4000000.0,19.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/785353-1680676751.jpg?lm=1,1998-09-20,48,2
1328,Carles Aleñá,3500000.0,10.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/284854-1669364902.jpg?lm=1,1998-01-05,48,2
1329,Ander Guevara,3000000.0,6.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/465967-1705338008.jpg?lm=1,1997-07-07,48,2
1330,Jon Guridi,2000000.0,18.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/289257-1604301765.jpg?lm=1,1995-02-28,48,2
1331,Calebe,2000000.0,20.0,Attacking Midfield,Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/798114-1762367600.jpg?lm=1,2000-04-30,48,2
1332,Denis Suárez,1200000.0,4.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/165007-1687272769.jpg?lm=1,1994-01-06,48,2
1333,Abde Rebbach,1500000.0,21.0,Left Winger,Algeria,https://tmssl.akamaized.net//images/flagge/verysmall/4.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/718034-1705337308.jpg?lm=1,1998-08-11,48,2
1334,Ángel Pérez,1000000.0,7.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1124136-1757571837.png?lm=1,2002-06-08,48,2
1335,Lucas Boyé,5000000.0,15.0,Centre-Forward,Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/334222-1734010923.jpg?lm=1,1996-02-28,48,2
1336,Toni Martínez,4000000.0,11.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/302371-1606396665.png?lm=1,1997-06-30,48,2
1337,Ibrahim Diabate,1500000.0,22.0,Centre-Forward,Cote d'Ivoire,https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/620696-1755680442.jpg?lm=1,1999-11-17,48,2
1338,Aitor Mañas,600000.0,34.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,2003-01-05,48,2
1339,Mariano Díaz,400000.0,9.0,Centre-Forward,Dominican Republic,https://tmssl.akamaized.net//images/flagge/verysmall/43.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/225020-1684487196.jpg?lm=1,1993-08-01,48,2
1340,Iñaki Peña,5000000.0,13.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/283170-1702502364.jpg?lm=1,1999-03-02,49,2
1341,Alejandro Iturbe,1500000.0,45.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/618801-1731931020.jpg?lm=1,2003-09-02,49,2
1342,Matías Dituro,200000.0,1.0,Goalkeeper,Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/144128-1695219400.png?lm=1,1987-05-08,49,2
1343,David Affengruber,9000000.0,22.0,Centre-Back,Austria,https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/452483-1694017545.jpg?lm=1,2001-03-19,49,2
1344,Víctor Chust,4000000.0,23.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/495625-1725990797.jpg?lm=1,2000-03-05,49,2
1345,John Donald,1000000.0,18.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/627290-1680535903.jpg?lm=1,2000-09-25,49,2
1346,Pedro Bigas,400000.0,6.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/203043-1447321397.jpg?lm=1,1990-05-15,49,2
1347,Adrià Pedrosa,3000000.0,3.0,Left-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/501418-1583506190.jpg?lm=1,1998-05-13,49,2
1348,Léo Pétrot,1500000.0,21.0,Left-Back,France,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/412829-1727723239.jpg?lm=1,1997-04-15,49,2
1349,Héctor Fort,12000000.0,39.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/937955-1702504973.jpg?lm=1,2006-08-02,49,2
1350,Buba Sangaré,1000000.0,42.0,Right-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/962125-1739283835.jpg?lm=1,2007-08-06,49,2
1351,Federico Redondo,3500000.0,5.0,Defensive Midfield,Argentina,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/909758-1740775355.jpg?lm=1,2003-01-18,49,2
1352,Marc Aguado,3500000.0,8.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/531404-1709050897.jpg?lm=1,2000-02-22,49,2
1353,Aleix Febas,5000000.0,14.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/217144-1448531418.jpg?lm=1,1996-02-02,49,2
1354,Martim Neto,5000000.0,16.0,Central Midfield,Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/549027-1737124895.jpg?lm=1,2003-01-14,49,2
1355,Gonzalo Villar,1800000.0,12.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/398163-1611584180.jpg?lm=1,1998-03-23,49,2
1356,Germán Valera,6000000.0,11.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/548188-1588605205.jpg?lm=1,2002-03-16,49,2
1357,Lucas Cepeda,3500000.0,24.0,Left Winger,Chile,https://tmssl.akamaized.net//images/flagge/verysmall/33.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/912392-1707516783.jpg?lm=1,2002-10-31,49,2
1358,Tete Morente,1800000.0,15.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/339816-1730123532.jpg?lm=1,1996-12-04,49,2
1359,Yago Santiago,1000000.0,7.0,Left Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/706947-1705304254.jpg?lm=1,2003-04-15,49,2
1360,Grady Diangana,2500000.0,19.0,Right Winger,DR Congo,https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/342048-1723555515.jpg?lm=1,1998-04-19,49,2
1361,Josan,100000.0,17.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/277533-1601023578.jpg?lm=1,1989-12-03,49,2
1362,Adam Boayar,800000.0,32.0,Second Striker,Morocco,https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,2005-10-13,49,2
1363,Álvaro Rodríguez,5000000.0,20.0,Centre-Forward,Uruguay,https://tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/948275-1660124773.jpg?lm=1,2004-07-14,49,2
1364,Rafa Mir,4000000.0,10.0,Centre-Forward,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/361254-1720020544.jpg?lm=1,1997-06-18,49,2
1365,André Silva,3000000.0,9.0,Centre-Forward,Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/198008-1724336978.jpg?lm=1,1995-11-06,49,2
1366,Joan García,40000000.0,13.0,Goalkeeper,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/561613-1747386081.jpg?lm=1,2001-05-04,50,2
1367,Wojciech Szczęsny,900000.0,25.0,Goalkeeper,Poland,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/44058-1744278078.jpg?lm=1,1990-04-18,50,2
1368,Diego Kochen,500000.0,31.0,Goalkeeper,United States,https://tmssl.akamaized.net//images/flagge/verysmall/184.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/938144-1727891789.jpg?lm=1,2006-03-19,50,2
1369,Pau Cubarsí,80000000.0,5.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/962110-1712779232.jpg?lm=1,2007-01-22,50,2
1370,Eric García,35000000.0,24.0,Centre-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/466794-1693604801.jpg?lm=1,2001-01-09,50,2
1371,Ronald Araujo,20000000.0,4.0,Centre-Back,Uruguay,https://tmssl.akamaized.net//images/flagge/verysmall/179.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/480267-1736431980.jpg?lm=1,1999-03-07,50,2
1372,Andreas Christensen,9000000.0,15.0,Centre-Back,Denmark,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/196948-1668183241.jpg?lm=1,1996-04-10,50,2
1373,Alejandro Balde,55000000.0,3.0,Left-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/636688-1662836200.jpg?lm=1,2003-10-18,50,2
1374,Gerard Martín,25000000.0,18.0,Left-Back,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/705395-1730119053.jpg?lm=1,2002-02-26,50,2
1375,Jules Koundé,65000000.0,23.0,Right-Back,France,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/411975-1702502639.jpg?lm=1,1998-11-12,50,2
1376,João Cancelo,9000000.0,2.0,Right-Back,Portugal,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/182712-1675080937.jpg?lm=1,1994-05-27,50,2
1377,Marc Bernal,30000000.0,22.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/1018920-1724052540.jpg?lm=1,2007-05-26,50,2
1378,Marc Casadó,20000000.0,17.0,Defensive Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/636695-1729771427.jpg?lm=1,2003-09-14,50,2
1379,Pedri,150000000.0,8.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/683840-1744278342.jpg?lm=1,2002-11-25,50,2
1380,Frenkie de Jong,45000000.0,21.0,Central Midfield,Netherlands,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/326330-1746041680.jpg?lm=1,1997-05-12,50,2
1381,Gavi,30000000.0,6.0,Central Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1,2004-08-05,50,2
1382,Fermín López,100000000.0,16.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/636703-1698086824.jpg?lm=1,2003-05-11,50,2
1383,Dani Olmo,60000000.0,20.0,Attacking Midfield,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/293385-1711546268.jpg?lm=1,1998-05-07,50,2
1384,Raphinha,80000000.0,11.0,Left Winger,Brazil,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/411295-1729754479.png?lm=1,1996-12-14,50,2
1385,Marcus Rashford,40000000.0,14.0,Left Winger,England,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/258923-1674473054.jpg?lm=1,1997-10-31,50,2
1386,Lamine Yamal,200000000.0,10.0,Right Winger,Spain,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,https://img.a.transfermarkt.technology/portrait/medium/937958-1773173768.jpg?lm=1,2007-07-13,50,2
