nation_id,nation_name,nation_flag_big_pic,nation_flag_small_pic
39,Finland,https://tmssl.akamaized.net//images/flagge/head/49.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/49.png?lm=1520611569
40,France,https://tmssl.akamaized.net//images/flagge/head/50.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/50.png?lm=1520611569
41,French Guiana,https://tmssl.akamaized.net//images/flagge/head/252.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/252.png?lm=1520611569
42,Gabon,https://tmssl.akamaized.net//images/flagge/head/51.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/51.png?lm=1520611569
43,Georgia,https://tmssl.akamaized.net//images/flagge/head/53.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/53.png?lm=1520611569
44,Germany,https://tmssl.akamaized.net//images/flagge/head/40.png?lm=1520612525,https://tmssl.akamaized.net//images/flagge/small/40.png?lm=1520612525
45,Ghana,https://tmssl.akamaized.net//images/flagge/head/54.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/54.png?lm=1520611569
46,Greece,https://tmssl.akamaized.net//images/flagge/head/56.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/56.png?lm=1520611569
47,Guadeloupe,https://tmssl.akamaized.net//images/flagge/head/251.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/251.png?lm=1520611569
48,Guinea,https://tmssl.akamaized.net//images/flagge/head/59.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/59.png?lm=1520611569
49,Guinea-Bissau,https://tmssl.akamaized.net//images/flagge/head/60.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/60.png?lm=1520611569
50,Haiti,https://tmssl.akamaized.net//images/flagge/head/62.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/62.png?lm=1520611569
51,Honduras,https://tmssl.akamaized.net//images/flagge/head/66.png?lm=1699286249,https://tmssl.akamaized.net//images/flagge/small/66.png?lm=1699286249
52,Hungary,https://tmssl.akamaized.net//images/flagge/head/178.png?lm=1521635893,https://tmssl.akamaized.net//images/flagge/small/178.png?lm=1521635893
53,Iceland,https://tmssl.akamaized.net//images/flagge/head/73.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/73.png?lm=1520611569
54,Indonesia,https://tmssl.akamaized.net//images/flagge/head/68.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/68.png?lm=1520611569
55,Iraq,https://tmssl.akamaized.net//images/flagge/head/70.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/70.png?lm=1520611569
56,Ireland,https://tmssl.akamaized.net//images/flagge/head/72.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/72.png?lm=1520611569
57,Israel,https://tmssl.akamaized.net//images/flagge/head/74.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/74.png?lm=1520611569
58,Italy,https://tmssl.akamaized.net//images/flagge/head/75.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/75.png?lm=1520611569
59,Jamaica,https://tmssl.akamaized.net//images/flagge/head/76.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/76.png?lm=1520611569
60,Japan,https://tmssl.akamaized.net//images/flagge/head/77.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/77.png?lm=1520611569
61,Jordan,https://tmssl.akamaized.net//images/flagge/head/78.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/78.png?lm=1520611569
62,Kenya,https://tmssl.akamaized.net//images/flagge/head/82.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/82.png?lm=1520611569
63,"Korea, South",https://tmssl.akamaized.net//images/flagge/head/87.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/87.png?lm=1520611569
64,Kosovo,https://tmssl.akamaized.net//images/flagge/head/244.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/244.png?lm=1520611569
65,Latvia,https://tmssl.akamaized.net//images/flagge/head/92.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/92.png?lm=1520611569
66,Libya,https://tmssl.akamaized.net//images/flagge/head/96.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/96.png?lm=1520611569
67,Lithuania,https://tmssl.akamaized.net//images/flagge/head/98.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/98.png?lm=1520611569
68,Luxembourg,https://tmssl.akamaized.net//images/flagge/head/99.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/99.png?lm=1520611569
69,Madagascar,https://tmssl.akamaized.net//images/flagge/head/101.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/101.png?lm=1520611569
70,Malaysia,https://tmssl.akamaized.net//images/flagge/head/103.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/103.png?lm=1520611569
71,Mali,https://tmssl.akamaized.net//images/flagge/head/105.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/105.png?lm=1520611569
72,Martinique,https://tmssl.akamaized.net//images/flagge/head/207.png?lm=1699285669,https://tmssl.akamaized.net//images/flagge/small/207.png?lm=1699285669
73,Mauritania,https://tmssl.akamaized.net//images/flagge/head/108.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/108.png?lm=1520611569
74,Mexico,https://tmssl.akamaized.net//images/flagge/head/110.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/110.png?lm=1520611569
75,Moldova,https://tmssl.akamaized.net//images/flagge/head/112.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/112.png?lm=1520611569
76,Montenegro,https://tmssl.akamaized.net//images/flagge/head/216.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/216.png?lm=1520611569
77,Morocco,https://tmssl.akamaized.net//images/flagge/head/107.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/107.png?lm=1520611569
78,Mozambique,https://tmssl.akamaized.net//images/flagge/head/115.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/115.png?lm=1520611569
79,Netherlands,https://tmssl.akamaized.net//images/flagge/head/122.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/122.png?lm=1520611569
80,New Zealand,https://tmssl.akamaized.net//images/flagge/head/120.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/120.png?lm=1520611569
81,Niger,https://tmssl.akamaized.net//images/flagge/head/123.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/123.png?lm=1520611569
82,Nigeria,https://tmssl.akamaized.net//images/flagge/head/124.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/124.png?lm=1520611569
83,North Macedonia,https://tmssl.akamaized.net//images/flagge/head/100.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/100.png?lm=1520611569
84,Northern Ireland,https://tmssl.akamaized.net//images/flagge/head/192.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/192.png?lm=1520611569
85,Norway,https://tmssl.akamaized.net//images/flagge/head/125.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/125.png?lm=1520611569
86,Panama,https://tmssl.akamaized.net//images/flagge/head/130.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/130.png?lm=1520611569
87,Paraguay,https://tmssl.akamaized.net//images/flagge/head/132.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/132.png?lm=1520611569
88,Peru,https://tmssl.akamaized.net//images/flagge/head/133.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/133.png?lm=1520611569
89,Poland,https://tmssl.akamaized.net//images/flagge/head/135.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/135.png?lm=1520611569
90,Portugal,https://tmssl.akamaized.net//images/flagge/head/136.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/136.png?lm=1520611569
91,Puerto Rico,https://tmssl.akamaized.net//images/flagge/head/228.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/228.png?lm=1520611569
92,Romania,https://tmssl.akamaized.net//images/flagge/head/140.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/140.png?lm=1520611569
93,Russia,https://tmssl.akamaized.net//images/flagge/head/141.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/141.png?lm=1520611569
94,Saudi Arabia,https://tmssl.akamaized.net//images/flagge/head/146.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/146.png?lm=1520611569
95,Scotland,https://tmssl.akamaized.net//images/flagge/head/190.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/190.png?lm=1520611569
96,Senegal,https://tmssl.akamaized.net//images/flagge/head/149.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/149.png?lm=1520611569
97,Serbia,https://tmssl.akamaized.net//images/flagge/head/215.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/215.png?lm=1520611569
98,Sierra Leone,https://tmssl.akamaized.net//images/flagge/head/152.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/152.png?lm=1520611569
99,Slovakia,https://tmssl.akamaized.net//images/flagge/head/154.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/154.png?lm=1520611569
100,Slovenia,https://tmssl.akamaized.net//images/flagge/head/155.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/155.png?lm=1520611569
101,South Africa,https://tmssl.akamaized.net//images/flagge/head/159.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/159.png?lm=1520611569
102,Spain,https://tmssl.akamaized.net//images/flagge/head/157.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/157.png?lm=1520611569
103,Suriname,https://tmssl.akamaized.net//images/flagge/head/161.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/161.png?lm=1520611569
104,Sweden,https://tmssl.akamaized.net//images/flagge/head/147.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/147.png?lm=1520611569
105,Switzerland,https://tmssl.akamaized.net//images/flagge/head/148.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/148.png?lm=1520611569
106,Syria,https://tmssl.akamaized.net//images/flagge/head/163.png?lm=1742914013,https://tmssl.akamaized.net//images/flagge/small/163.png?lm=1742914013
107,Tanzania,https://tmssl.akamaized.net//images/flagge/head/166.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/166.png?lm=1520611569
108,Thailand,https://tmssl.akamaized.net//images/flagge/head/167.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/167.png?lm=1520611569
109,The Gambia,https://tmssl.akamaized.net//images/flagge/head/52.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/52.png?lm=1520611569
110,Togo,https://tmssl.akamaized.net//images/flagge/head/168.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/168.png?lm=1520611569
111,Trinidad and Tobago,https://tmssl.akamaized.net//images/flagge/head/170.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/170.png?lm=1520611569
112,Tunisia,https://tmssl.akamaized.net//images/flagge/head/173.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/173.png?lm=1520611569
113,Türkiye,https://tmssl.akamaized.net//images/flagge/head/174.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/174.png?lm=1520611569
114,Ukraine,https://tmssl.akamaized.net//images/flagge/head/177.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/177.png?lm=1520611569
115,United States,https://tmssl.akamaized.net//images/flagge/head/184.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/184.png?lm=1520611569
116,Uruguay,https://tmssl.akamaized.net//images/flagge/head/179.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/179.png?lm=1520611569
117,Uzbekistan,https://tmssl.akamaized.net//images/flagge/head/180.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/180.png?lm=1520611569
118,Venezuela,https://tmssl.akamaized.net//images/flagge/head/182.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/182.png?lm=1520611569
119,Wales,https://tmssl.akamaized.net//images/flagge/head/191.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/191.png?lm=1520611569
120,Zambia,https://tmssl.akamaized.net//images/flagge/head/142.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/142.png?lm=1520611569
121,Zimbabwe,https://tmssl.akamaized.net//images/flagge/head/187.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/187.png?lm=1520611569
