nation_id,nation_name,nation_flag_big_pic,nation_flag_small_pic
0,Albania,https://tmssl.akamaized.net//images/flagge/head/3.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/3.png?lm=1520611569
1,Algeria,https://tmssl.akamaized.net//images/flagge/head/4.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/4.png?lm=1520611569
2,Angola,https://tmssl.akamaized.net//images/flagge/head/6.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/6.png?lm=1520611569
3,Argentina,https://tmssl.akamaized.net//images/flagge/head/9.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/9.png?lm=1520611569
4,Armenia,https://tmssl.akamaized.net//images/flagge/head/10.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/10.png?lm=1520611569
5,Australia,https://tmssl.akamaized.net//images/flagge/head/12.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/12.png?lm=1520611569
6,Austria,https://tmssl.akamaized.net//images/flagge/head/127.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/127.png?lm=1520611569
7,Azerbaijan,https://tmssl.akamaized.net//images/flagge/head/13.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/13.png?lm=1520611569
8,Bangladesh,https://tmssl.akamaized.net//images/flagge/head/16.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/16.png?lm=1520611569
9,Belgium,https://tmssl.akamaized.net//images/flagge/head/19.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/19.png?lm=1520611569
10,Benin,https://tmssl.akamaized.net//images/flagge/head/21.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/21.png?lm=1520611569
11,Bosnia-Herzegovina,https://tmssl.akamaized.net//images/flagge/head/24.png?lm=1569523290,https://tmssl.akamaized.net//images/flagge/small/24.png?lm=1569523290
12,Brazil,https://tmssl.akamaized.net//images/flagge/head/26.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/26.png?lm=1520611569
13,Bulgaria,https://tmssl.akamaized.net//images/flagge/head/28.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/28.png?lm=1520611569
14,Burkina Faso,https://tmssl.akamaized.net//images/flagge/head/29.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/29.png?lm=1520611569
15,Burundi,https://tmssl.akamaized.net//images/flagge/head/30.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/30.png?lm=1520611569
16,Cameroon,https://tmssl.akamaized.net//images/flagge/head/31.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/31.png?lm=1520611569
17,Canada,https://tmssl.akamaized.net//images/flagge/head/80.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/80.png?lm=1520611569
18,Cape Verde,https://tmssl.akamaized.net//images/flagge/head/32.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/32.png?lm=1520611569
19,Central African Republic,https://tmssl.akamaized.net//images/flagge/head/138.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/138.png?lm=1520611569
20,Chile,https://tmssl.akamaized.net//images/flagge/head/33.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/33.png?lm=1520611569
21,Colombia,https://tmssl.akamaized.net//images/flagge/head/83.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/83.png?lm=1520611569
22,Comoros,https://tmssl.akamaized.net//images/flagge/head/35.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/35.png?lm=1520611569
23,Congo,https://tmssl.akamaized.net//images/flagge/head/85.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/85.png?lm=1520611569
24,Costa Rica,https://tmssl.akamaized.net//images/flagge/head/36.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/36.png?lm=1520611569
25,Cote d'Ivoire,https://tmssl.akamaized.net//images/flagge/head/38.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/38.png?lm=1520611569
26,Croatia,https://tmssl.akamaized.net//images/flagge/head/37.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/37.png?lm=1520611569
27,Curacao,https://tmssl.akamaized.net//images/flagge/head/260.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/260.png?lm=1520611569
28,Cyprus,https://tmssl.akamaized.net//images/flagge/head/188.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/188.png?lm=1520611569
29,Czech Republic,https://tmssl.akamaized.net//images/flagge/head/172.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/172.png?lm=1520611569
30,DR Congo,https://tmssl.akamaized.net//images/flagge/head/193.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/193.png?lm=1520611569
31,Denmark,https://tmssl.akamaized.net//images/flagge/head/39.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/39.png?lm=1520611569
32,Dominican Republic,https://tmssl.akamaized.net//images/flagge/head/43.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/43.png?lm=1520611569
33,Ecuador,https://tmssl.akamaized.net//images/flagge/head/44.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/44.png?lm=1520611569
34,Egypt,https://tmssl.akamaized.net//images/flagge/head/2.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/2.png?lm=1520611569
35,England,https://tmssl.akamaized.net//images/flagge/head/189.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/189.png?lm=1520611569
36,Equatorial Guinea,https://tmssl.akamaized.net//images/flagge/head/8.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/8.png?lm=1520611569
37,Estonia,https://tmssl.akamaized.net//images/flagge/head/47.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/47.png?lm=1520611569
38,Faroe Islands,https://tmssl.akamaized.net//images/flagge/head/208.png?lm=1520611569,https://tmssl.akamaized.net//images/flagge/small/208.png?lm=1520611569
