team_id,team_name,team_small_logo,team_url,league_id,league_name,league_nation,league_logo
116,RC Strasbourg Alsace,https://tmssl.akamaized.net/images/wappen/tiny/667.png?lm=1664991833,/rc-strassburg-alsace/startseite/verein/667/saison_id/2022,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
117,Stade Brestois 29,https://tmssl.akamaized.net/images/wappen/tiny/3911.png?lm=1408780312,/stade-brest-29/startseite/verein/3911/saison_id/2022,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
118,Stade Reims,https://tmssl.akamaized.net/images/wappen/tiny/1421.png?lm=1592601839,/stade-reims/startseite/verein/1421/saison_id/2022,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
119,Stade Rennais FC,https://tmssl.akamaized.net/images/wappen/tiny/273.png?lm=1408779098,/fc-stade-rennes/startseite/verein/273/saison_id/2022,5,Ligue One,France,https://tmssl.akamaized.net/images/logo/header/fr1.png?lm=1648360140
120,Boavista FC,https://tmssl.akamaized.net/images/wappen/tiny/2503.png?lm=1480959207,/boavista-porto-fc/startseite/verein/2503/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
121,CF Estrela Amadora SAD,https://tmssl.akamaized.net/images/wappen/tiny/2431.png?lm=1598342709,/cf-estrela-amadora-sad/startseite/verein/2431/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
122,Casa Pia AC,https://tmssl.akamaized.net/images/wappen/tiny/3268.png?lm=1663076157,/casa-pia-ac/startseite/verein/3268/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
123,FC Arouca,https://tmssl.akamaized.net/images/wappen/tiny/8024.png?lm=1530096604,/fc-arouca/startseite/verein/8024/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
124,FC Famalicão,https://tmssl.akamaized.net/images/wappen/tiny/3329.png?lm=1565881258,/fc-famalicao/startseite/verein/3329/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
125,FC Porto,https://tmssl.akamaized.net/images/wappen/tiny/720.png?lm=1486310161,/fc-porto/startseite/verein/720/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
126,FC Vizela,https://tmssl.akamaized.net/images/wappen/tiny/6912.png?lm=1662237514,/fc-vizela/startseite/verein/6912/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
127,GD Chaves,https://tmssl.akamaized.net/images/wappen/tiny/3325.png?lm=1416392512,/gd-chaves/startseite/verein/3325/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
128,GD Estoril Praia,https://tmssl.akamaized.net/images/wappen/tiny/1465.png?lm=1534340702,/gd-estoril-praia/startseite/verein/1465/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
129,Gil Vicente FC,https://tmssl.akamaized.net/images/wappen/tiny/2424.png?lm=1624283300,/gil-vicente-fc/startseite/verein/2424/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
130,Moreirense FC,https://tmssl.akamaized.net/images/wappen/tiny/979.png?lm=1552324606,/moreirense-fc/startseite/verein/979/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
131,Portimonense SC,https://tmssl.akamaized.net/images/wappen/tiny/7378.png?lm=1665922885,/portimonense-sc/startseite/verein/7378/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
132,Rio Ave FC,https://tmssl.akamaized.net/images/wappen/tiny/2425.png?lm=1516613968,/rio-ave-fc/startseite/verein/2425/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
133,SC Braga,https://tmssl.akamaized.net/images/wappen/tiny/1075.png?lm=1432893871,/sc-braga/startseite/verein/1075/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
134,SC Farense,https://tmssl.akamaized.net/images/wappen/tiny/4294.png?lm=1550150253,/sc-farense/startseite/verein/4294/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
135,SL Benfica,https://tmssl.akamaized.net/images/wappen/tiny/294.png?lm=1535908439,/benfica-lissabon/startseite/verein/294/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
136,Sporting CP,https://tmssl.akamaized.net/images/wappen/tiny/336.png?lm=1621513752,/sporting-lissabon/startseite/verein/336/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
137,Vitória Guimarães SC,https://tmssl.akamaized.net/images/wappen/tiny/2420.png?lm=1432894021,/vitoria-guimaraes-sc/startseite/verein/2420/saison_id/2022,6,Liga Portugal,Portugal,https://tmssl.akamaized.net/images/logo/header/po1.png?lm=1626110146
138,AZ Alkmaar,https://tmssl.akamaized.net/images/wappen/tiny/1090.png?lm=1586848339,/az-alkmaar/startseite/verein/1090/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
139,Ajax Amsterdam,https://tmssl.akamaized.net/images/wappen/tiny/610.png?lm=1657054414,/ajax-amsterdam/startseite/verein/610/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
140,Almere City FC,https://tmssl.akamaized.net/images/wappen/tiny/723.png?lm=1588851577,/almere-city-fc/startseite/verein/723/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
141,Excelsior Rotterdam,https://tmssl.akamaized.net/images/wappen/tiny/798.png?lm=1626701001,/sbv-excelsior-rotterdam/startseite/verein/798/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
142,FC Utrecht,https://tmssl.akamaized.net/images/wappen/tiny/200.png?lm=1628450351,/fc-utrecht/startseite/verein/200/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
143,FC Volendam,https://tmssl.akamaized.net/images/wappen/tiny/724.png?lm=1407649576,/fc-volendam/startseite/verein/724/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
144,Feyenoord Rotterdam,https://tmssl.akamaized.net/images/wappen/tiny/234.png?lm=1457643518,/feyenoord-rotterdam/startseite/verein/234/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
145,Fortuna Sittard,https://tmssl.akamaized.net/images/wappen/tiny/385.png?lm=1610789891,/fortuna-sittard/startseite/verein/385/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
146,Go Ahead Eagles,https://tmssl.akamaized.net/images/wappen/tiny/1435.png?lm=1540316767,/go-ahead-eagles-deventer/startseite/verein/1435/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
147,Heracles Almelo,https://tmssl.akamaized.net/images/wappen/tiny/1304.png?lm=1488213735,/heracles-almelo/startseite/verein/1304/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
148,NEC Nijmegen,https://tmssl.akamaized.net/images/wappen/tiny/467.png?lm=1460302949,/nec-nijmegen/startseite/verein/467/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
149,PEC Zwolle,https://tmssl.akamaized.net/images/wappen/tiny/1269.png?lm=1610790473,/pec-zwolle/startseite/verein/1269/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
150,PSV Eindhoven,https://tmssl.akamaized.net/images/wappen/tiny/383.png?lm=1682925949,/psv-eindhoven/startseite/verein/383/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
151,RKC Waalwijk,https://tmssl.akamaized.net/images/wappen/tiny/235.png?lm=1435505083,/rkc-waalwijk/startseite/verein/235/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
152,SC Heerenveen,https://tmssl.akamaized.net/images/wappen/tiny/306.png?lm=1655978084,/sc-heerenveen/startseite/verein/306/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
153,Sparta Rotterdam,https://tmssl.akamaized.net/images/wappen/tiny/468.png?lm=1485262132,/sparta-rotterdam/startseite/verein/468/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
154,Twente Enschede FC,https://tmssl.akamaized.net/images/wappen/tiny/317.png?lm=1610789581,/fc-twente-enschede/startseite/verein/317/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
155,Vitesse Arnhem,https://tmssl.akamaized.net/images/wappen/tiny/499.png?lm=1679396090,/vitesse-arnheim/startseite/verein/499/saison_id/2022,7,Eredivisie,Netherlands,https://tmssl.akamaized.net/images/logo/header/nl1.png?lm=1674743474
